domain,org,pref,category,source_directory,url,procurement_url,tier,frequency,last_checked,status,note
tokyo-tsunagari.or.jp,（公財）東京都つながり創生財団,東京,地域国際化協会,clair_rliea,https://tokyo-tsunagari.or.jp/,,tier_c,,2026-08-21,HTTP 404,総務省認定の中核的民間国際交流組織
s-i-a.or.jp,（公財）滋賀県国際協会,滋賀,地域国際化協会,clair_rliea,http://www.s-i-a.or.jp/,http://www.s-i-a.or.jp/inquiries/volunteers,tier_c,,2026-08-21,要手動確認（候補のみ）,総務省認定の中核的民間国際交流組織
kuma-koku.jp,熊本県国際協会,熊本,地域国際化協会,clair_rliea,http://www.kuma-koku.jp/,,tier_c,,2026-08-21,HTTP 503,総務省認定の中核的民間国際交流組織
anpie.or.jp,（公財）長野県国際化協会,長野,地域国際化協会,clair_rliea,http://www.anpie.or.jp/,,tier_c,,2026-08-21,要手動確認（未発見）,総務省認定の中核的民間国際交流組織
nichibenren.or.jp,ひまわり中小企業センター 弁護士への相談が可能,,公的中小企業支援機関,jnet21,https://www.nichibenren.or.jp/ja/sme/about_himawari.html,,tier_d,,2026-08-21,要手動確認（未発見）,中小機構 J-Net21 の公的機関一覧
zenpuku.or.jp,中小企業勤労者福祉サービスセンター 大手企業並みの福利厚生の整備をサポート,,公的中小企業支援機関,jnet21,https://www.zenpuku.or.jp/,,tier_d,,2026-08-21,HTTP 403,中小機構 J-Net21 の公的機関一覧
zenkyo.or.jp,全国中小企業振興機関協会 販路の多角化や取引適正化・経営安定化を支援,,公的中小企業支援機関,jnet21,https://www.zenkyo.or.jp/index.htm,,tier_d,,2026-08-21,要手動確認（未発見）,中小機構 J-Net21 の公的機関一覧
shokokai.or.jp,商工会 会員制の経済団体,,公的中小企業支援機関,jnet21,https://www.shokokai.or.jp/?page_id=1754,,tier_d,,2026-08-21,HTTP 404,中小機構 J-Net21 の公的機関一覧
jcci.or.jp,商工会議所 会員制の経済団体,,公的中小企業支援機関,jnet21,https://www.jcci.or.jp/,https://www.jcci.or.jp/news/news/2026/0821171649.html,tier_d,,2026-08-21,要手動確認（候補のみ）,中小機構 J-Net21 の公的機関一覧
partner.jica.go.jp,国際協力機構（ジャイカ） 中小企業向けに海外人材を紹介するサービスを展開,,公的中小企業支援機関,jnet21,https://partner.jica.go.jp/,https://partner.jica.go.jp/Contents/ChangedInternationalCooperationDetail?htmlName=fundraising_vol2,tier_d,,2026-08-21,要手動確認（中身が薄い）,中小機構 J-Net21 の公的機関一覧
nedo.go.jp,新エネルギー・産業技術総合開発機構 エネルギー・環境分野と産業技術支援の一翼を担う,,公的中小企業支援機関,jnet21,https://www.nedo.go.jp/,https://www.nedo.go.jp/nyusatsu/index.html,tier_d,,2026-08-21,確認済み,中小機構 J-Net21 の公的機関一覧
amed.go.jp,日本医療研究開発機構 医療分野の研究開発機関,,公的中小企業支援機関,jnet21,https://www.amed.go.jp/,https://www.chotatsu.amed.go.jp/public/world/info/procurement/,tier_d,,2026-08-21,確認済み,中小機構 J-Net21 の公的機関一覧
jcaa.or.jp,日本商事仲裁協会 企業同士の仲裁や調停、通関手帳を発行する,,公的中小企業支援機関,jnet21,https://www.jcaa.or.jp/,,tier_d,,2026-08-21,HTTP 423,中小機構 J-Net21 の公的機関一覧
jfc.go.jp,日本政策金融公庫 国民生活や企業経営の向上を支援する政策金融機関,,公的中小企業支援機関,jnet21,https://www.jfc.go.jp/,https://www.jfc.go.jp/n/supply/index.html,tier_d,,2026-08-21,確認済み,中小機構 J-Net21 の公的機関一覧
jilc.or.jp,日本立地センター 全国各地の産業用地を紹介,,公的中小企業支援機関,jnet21,https://www.jilc.or.jp/,https://www.jilc.or.jp/pages/37/#block2563,tier_d,,2026-08-21,要手動確認（候補のみ）,中小機構 J-Net21 の公的機関一覧
webdesk.jsa.or.jp,日本規格協会 新技術や優れた製品を普及させるための標準化を支援,,公的中小企業支援機関,jnet21,https://webdesk.jsa.or.jp/,https://webdesk.jsa.or.jp/,tier_d,,2026-08-21,要手動確認（候補のみ）,中小機構 J-Net21 の公的機関一覧
eu-japan.eu,日欧産業協力センター 欧州企業とのマッチングサービス（EEN）を提供,,公的中小企業支援機関,jnet21,https://www.eu-japan.eu/ja,https://www.eu-japan.eu/ja/invest-eu-hub/invest/funding,tier_d,,2026-08-21,確認済み,中小機構 J-Net21 の公的機関一覧
aots.jp,海外産業人材育成協会 製造現場など日本で働く外国人の育成や研修を行う,,公的中小企業支援機関,jnet21,https://www.aots.jp/,https://www.aots.jp/news/announcement/2026-07-01/,tier_d,,2026-08-21,確認済み,中小機構 J-Net21 の公的機関一覧
aist.go.jp,産業技術総合研究所 モノづくり企業のための総合支援機関,,公的中小企業支援機関,jnet21,https://www.aist.go.jp/,https://www.aist.go.jp/aist_j/procure/index.html,tier_d,,2026-08-21,確認済み,中小機構 J-Net21 の公的機関一覧
sangyokoyo.or.jp,産業雇用安定センター 企業間の人材マッチングを無料でサポートする機関,,公的中小企業支援機関,jnet21,https://www.sangyokoyo.or.jp/,https://www.sangyokoyo.or.jp/about/supply/index.html,tier_d,,2026-08-21,要手動確認（中身が薄い）,中小機構 J-Net21 の公的機関一覧
shindan-net.jp,省エネルギーセンター 設備を省エネ対応にするための診断、アドバイスを行う,,公的中小企業支援機関,jnet21,https://www.shindan-net.jp/,,tier_d,,2026-08-21,要手動確認（未発見）,中小機構 J-Net21 の公的機関一覧
fukushi-work.jp,福祉人材センター・バンク 福祉関係の仕事だけを集めた無料の職業紹介所,,公的中小企業支援機関,jnet21,https://www.fukushi-work.jp/bank/index_6.html,,tier_d,,2026-08-21,要手動確認（未発見）,中小機構 J-Net21 の公的機関一覧
wam.go.jp,福祉医療機構 福祉・医療分野の総合支援窓口,,公的中小企業支援機関,jnet21,https://www.wam.go.jp/hp/,https://www.wam.go.jp/hp/cat/chotatsujoho/,tier_d,,2026-08-21,確認済み,中小機構 J-Net21 の公的機関一覧
jst.go.jp,科学技術振興機構 産学官連携の総合支援機関,,公的中小企業支援機関,jnet21,https://www.jst.go.jp/,https://www.jst.go.jp/#tabs-2,tier_d,,2026-08-21,確認済み,中小機構 J-Net21 の公的機関一覧
engokyokai.jp,自衛隊援護協会 退職自衛官と求人企業を結びつける支援をする機関,,公的中小企業支援機関,jnet21,https://www.engokyokai.jp/,https://www.engokyokai.jp/bid/bid.php,tier_d,,2026-08-21,確認済み,中小機構 J-Net21 の公的機関一覧
nite.go.jp,製品評価技術基盤機構 工業製品に関する検査や評価を実施,,公的中小企業支援機関,jnet21,https://www.nite.go.jp/,https://www.nite.go.jp/nite/chotatsu/index.html,tier_d,,2026-08-21,確認済み,中小機構 J-Net21 の公的機関一覧
maff.go.jp,農地中間管理機構 農地の集積・集約化を進める仲介機関,,公的中小企業支援機関,jnet21,https://www.maff.go.jp/j/keiei/koukai/kikou/nouchibank.html,https://www.maff.go.jp/j/supply/index.html,tier_d,,2026-08-21,確認済み,中小機構 J-Net21 の公的機関一覧
naro.go.jp,農業・食品産業技術総合研究機構 農業分野の研究開発機関,,公的中小企業支援機関,jnet21,https://www.naro.go.jp/index.html,https://www.naro.go.jp/supply/index.html,tier_d,,2026-08-21,確認済み,中小機構 J-Net21 の公的機関一覧
alic.go.jp,農畜産業振興機構 農畜産業の総合支援機関,,公的中小企業支援機関,jnet21,https://www.alic.go.jp/,https://www.alic.go.jp/koho/kikaku03_000280.html,tier_d,,2026-08-21,要手動確認（中身が薄い）,中小機構 J-Net21 の公的機関一覧
ur-net.go.jp,都市再生機構 略称UR,,公的中小企業支援機関,jnet21,https://www.ur-net.go.jp/,https://www.ur-net.go.jp/order/e-bid.html,tier_d,,2026-08-21,確認済み,中小機構 J-Net21 の公的機関一覧
telework.mhlw.go.jp,テレワーク相談センター テレワークの実施に関して労務管理などをサポート,,公的中小企業支援機関,jnet21,https://telework.mhlw.go.jp/info/map/,,tier_z,,,未確認,中小機構 J-Net21 の公的機関一覧
nurse-center.net,ナースセンター 無料職業紹介事業e-ナースセンターを運営,,公的中小企業支援機関,jnet21,https://www.nurse-center.net/nccs/,,tier_z,,,未確認,中小機構 J-Net21 の公的機関一覧
jeed.go.jp,ポリテクセンター 公的な職業訓練施設,,公的中小企業支援機関,jnet21,https://www.jeed.go.jp/location/poly/,,tier_z,,,未確認,中小機構 J-Net21 の公的機関一覧
retio.or.jp,不動産適正取引推進機構 不動産取引に関する無料の電話相談を実施,,公的中小企業支援機関,jnet21,https://www.retio.or.jp/,,tier_z,,,未確認,中小機構 J-Net21 の公的機関一覧
jisha.or.jp,中央労働災害防止協会 労働災害の防止や安全衛生に関する無料アドバイスを実施,,公的中小企業支援機関,jnet21,https://www.jisha.or.jp/,,tier_z,,,未確認,中小機構 J-Net21 の公的機関一覧
javada.or.jp,中央職業能力開発協会 技能検定の実施など若年技能者の育成に取り組む,,公的中小企業支援機関,jnet21,https://www.javada.or.jp/,,tier_z,,,未確認,中小機構 J-Net21 の公的機関一覧
sbic.co.jp,中小企業投資育成 中小企業への投資を行い、経営の安定化や事業成長を支援,,公的中小企業支援機関,jnet21,https://www.sbic.co.jp/about/,,tier_z,,,未確認,中小機構 J-Net21 の公的機関一覧
zenshinhoren.or.jp,信用保証協会 中小企業などの債務を保証する公的機関,,公的中小企業支援機関,jnet21,https://www.zenshinhoren.or.jp/,,tier_z,,,未確認,中小機構 J-Net21 の公的機関一覧
mhlw.go.jp,働き方改革推進支援センター 労務管理上の悩みについて無料で専門家がアドバイス,,公的中小企業支援機関,jnet21,https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/0000198331.html,,tier_z,,,未確認,中小機構 J-Net21 の公的機関一覧
johas.go.jp,労働者健康安全機構 メンタルヘルスや産業保健に関する相談対応を全国で実施,,公的中小企業支援機関,jnet21,https://www.johas.go.jp/,,tier_z,,,未確認,中小機構 J-Net21 の公的機関一覧
taisyokukin.go.jp,勤労者退職金共済機構 社員への退職金や財産形成をサポートする機関,,公的中小企業支援機関,jnet21,https://www.taisyokukin.go.jp/,,tier_z,,,未確認,中小機構 J-Net21 の公的機関一覧
jitco.or.jp,国際人材協力機構 外国人技能実習制度における申請手続きなどをサポート,,公的中小企業支援機関,jnet21,https://www.jitco.or.jp/,,tier_z,,,未確認,中小機構 J-Net21 の公的機関一覧
ihub-tansa.jaxa.jp,宇宙航空研究開発機構 略称JAXA,,公的中小企業支援機関,jnet21,https://www.ihub-tansa.jaxa.jp/,,tier_z,,,未確認,中小機構 J-Net21 の公的機関一覧
www8.cao.go.jp,官民人材交流センター 国家公務員の再就職や官民の人材交流の支援を行う機関,,公的中小企業支援機関,jnet21,https://www8.cao.go.jp/jinzai/index.html,,tier_z,,,未確認,中小機構 J-Net21 の公的機関一覧
inpit.go.jp,工業所有権情報・研修館 特許情報提供、産業財産権の相談、知財人材育成などを支援,,公的中小企業支援機関,jnet21,https://www.inpit.go.jp/,,tier_z,,,未確認,中小機構 J-Net21 の公的機関一覧
tekitori.or.jp,建設業適正取引推進機構 建設工事の請負契約をめぐるトラブルについて対応,,公的中小企業支援機関,jnet21,https://tekitori.or.jp/pages/47/,,tier_z,,,未確認,中小機構 J-Net21 の公的機関一覧
ipa.go.jp,情報処理推進機構 企業の情報セキュリティ対策を支援,,公的中小企業支援機関,jnet21,https://www.ipa.go.jp/,,tier_z,,,未確認,中小機構 J-Net21 の公的機関一覧
jamstec.go.jp,海洋研究開発機構 海洋研究で特許多数,,公的中小企業支援機関,jnet21,https://www.jamstec.go.jp/j/,,tier_z,,,未確認,中小機構 J-Net21 の公的機関一覧
